opcode,obf,real,dir,declared_len,field_idx,field_name,type,bytes,note
23114,acz_2,,C2S,n3,5,,i64,8,"contains loop/collection - variable-length, verify source"
23114,acz_2,,C2S,n3,6,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
23116,aex_0,,C2S,n3,0,,i32,4,"contains loop/collection - variable-length, verify source"
23116,aex_0,,C2S,n3,1,,i64,8,"contains loop/collection - variable-length, verify source"
25000,az,,S2C,,0,,i8,1,
26300,wu_2,,S2C,,0,,i64,8,"contains loop/collection - variable-length, verify source"
26300,wu_2,,S2C,,1,,i8,1,"contains loop/collection - variable-length, verify source"
26300,wu_2,,S2C,,2,,i8,1,"contains loop/collection - variable-length, verify source"
26300,wu_2,,S2C,,3,,i8,1,"contains loop/collection - variable-length, verify source"
26300,wu_2,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
26301,hk_1,,C2S,9,0,,i64,8,
26301,hk_1,,C2S,9,1,,i8/bytes,0,
26302,pu_1,,S2C,,0,,i64,8,
26302,pu_1,,S2C,,1,,i8,1,
26303,bl_1,,C2S,10,0,,i64,8,
26303,bl_1,,C2S,10,1,,i16,2,
26304,gz_0,,S2C,,0,,i64,8,
26305,vT,,C2S,9,0,,i64,8,
26305,vT,,C2S,9,1,,i8/bytes,0,
26307,mz_0,,C2S,8,0,,i64,8,
26310,nx_1,,S2C,,0,,i64,8,
26310,nx_1,,S2C,,1,,i8,1,
26312,axr_0,,S2C,,,(no fields / empty),,,
26313,aju_1,,C2S,10 + 8 * this.dRv.size(,0,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
26313,aju_1,,C2S,10 + 8 * this.dRv.size(,1,,i64,8,"contains loop/collection - variable-length, verify source"
26313,aju_1,,C2S,10 + 8 * this.dRv.size(,2,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
26313,aju_1,,C2S,10 + 8 * this.dRv.size(,3,,i64,8,"contains loop/collection - variable-length, verify source"
26314,ahV,,S2C,,0,,i8,1,
26314,ahV,,S2C,,1,,i16,2,
26314,ahV,,S2C,,2,,i8,1,
26314,ahV,,S2C,,3,,i64,8,
26321,nv_0,,C2S,,,(no fields / empty),,,
26330,alv_1,,C2S,6,0,,i32,4,
26330,alv_1,,C2S,6,1,,i16,2,
26331,x_0,,C2S,8,0,,i64,8,
26332,azb_0,,S2C,,,(no fields / empty),,,
26333,uz_0,,S2C,,,(no fields / empty),,,
26334,aiw_1,,C2S,1,0,,i8/bytes,0,
27500,dp_0,,C2S,n3,0,,i32,4,
27501,azd_0,,S2C,,0,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,5,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,6,,i16,2,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,7,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,8,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,9,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,10,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,11,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,12,,i32,4,"contains loop/collection - variable-length, verify source"
27501,azd_0,,S2C,,13,,i8,1,"contains loop/collection - variable-length, verify source"
27502,pc_1,,C2S,n3,0,,i16,2,
27502,pc_1,,C2S,n3,1,,i32,4,
27503,ij_1,,S2C,,0,,i16,2,"contains loop/collection - variable-length, verify source"
27503,ij_1,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
27503,ij_1,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
27503,ij_1,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
27503,ij_1,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
27503,ij_1,,S2C,,5,,i32,4,"contains loop/collection - variable-length, verify source"
27504,vg_1,,C2S,n3,0,,i32,4,
27505,aka_0,,S2C,,0,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,5,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,6,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,7,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,8,,i16,2,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,9,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,10,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,11,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,12,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,13,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,14,,i32,4,"contains loop/collection - variable-length, verify source"
27505,aka_0,,S2C,,15,,i32,4,"contains loop/collection - variable-length, verify source"
27506,qk_2,,C2S,n5 += 4,0,,i32,4,
27506,qk_2,,C2S,n5 += 4,1,,i32,4,
27506,qk_2,,C2S,n5 += 4,2,,i32,4,
27506,qk_2,,C2S,n5 += 4,3,,i8/bytes,0,
27506,qk_2,,C2S,n5 += 4,4,,i8/bytes,0,
27506,qk_2,,C2S,n5 += 4,5,,i16,2,
27507,uj_0,,S2C,,0,,i8,1,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,1,,i8,1,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,2,,i16,2,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,5,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,6,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,7,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,8,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,9,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,10,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,11,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,12,,i8,1,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,13,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,14,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,15,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,16,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,17,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,18,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,19,,i8,1,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,20,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,21,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,22,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,23,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,24,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,25,,i32,4,"contains loop/collection - variable-length, verify source"
27507,uj_0,,S2C,,26,,i8,1,"contains loop/collection - variable-length, verify source"
27508,aa_2,,C2S,n3,0,,i32,4,
27509,jw_0,,S2C,,0,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,5,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,6,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,7,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,8,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,9,,i32,4,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,10,,i16,2,"contains loop/collection - variable-length, verify source"
27509,jw_0,,S2C,,11,,i8,1,"contains loop/collection - variable-length, verify source"
27510,aid_1,,C2S,n3,0,,i16,2,
27510,aid_1,,C2S,n3,1,,i16,2,
27510,aid_1,,C2S,n3,2,,i32,4,
27511,anc_0,,S2C,,0,,i16,2,"contains loop/collection - variable-length, verify source"
27511,anc_0,,S2C,,1,,i16,2,"contains loop/collection - variable-length, verify source"
27511,anc_0,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
27511,anc_0,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
27511,anc_0,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
27511,anc_0,,S2C,,5,,i64,8,"contains loop/collection - variable-length, verify source"
27511,anc_0,,S2C,,6,,i64,8,"contains loop/collection - variable-length, verify source"
27511,anc_0,,S2C,,7,,i64,8,"contains loop/collection - variable-length, verify source"
27511,anc_0,,S2C,,8,,i64,8,"contains loop/collection - variable-length, verify source"
27512,ow_2,,C2S,n3,0,,i16,2,
27512,ow_2,,C2S,n3,1,,i32,4,
27513,xn_2,,S2C,,0,,i16,2,"contains loop/collection - variable-length, verify source"
27513,xn_2,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
27513,xn_2,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
27513,xn_2,,S2C,,3,,i16,2,"contains loop/collection - variable-length, verify source"
27513,xn_2,,S2C,,4,,i64,8,"contains loop/collection - variable-length, verify source"
27513,xn_2,,S2C,,5,,i32,4,"contains loop/collection - variable-length, verify source"
27514,ck_2,,C2S,n5,0,,i32,4,
27514,ck_2,,C2S,n5,1,,i32,4,
27514,ck_2,,C2S,n5,2,,i32,4,
27515,amu_0,,S2C,,0,,i32,4,"contains loop/collection - variable-length, verify source"
27515,amu_0,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
27515,amu_0,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
27515,amu_0,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
27515,amu_0,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
27515,amu_0,,S2C,,5,,i32,4,"contains loop/collection - variable-length, verify source"
27515,amu_0,,S2C,,6,,i32,4,"contains loop/collection - variable-length, verify source"
27515,amu_0,,S2C,,7,,i16,2,"contains loop/collection - variable-length, verify source"
27515,amu_0,,S2C,,8,,i8,1,"contains loop/collection - variable-length, verify source"
27525,zz_0,,C2S,1 + this.zs.length + 1 + 1 + 1 + 2 + this.zw.length,0,,i8/bytes,0,
27525,zz_0,,C2S,1 + this.zs.length + 1 + 1 + 1 + 2 + this.zw.length,1,,i8/bytes,0,
27525,zz_0,,C2S,1 + this.zs.length + 1 + 1 + 1 + 2 + this.zw.length,2,,i8/bytes,0,
27525,zz_0,,C2S,1 + this.zs.length + 1 + 1 + 1 + 2 + this.zw.length,3,,i8/bytes,0,
27525,zz_0,,C2S,1 + this.zs.length + 1 + 1 + 1 + 2 + this.zw.length,4,,i8/bytes,0,
27525,zz_0,,C2S,1 + this.zs.length + 1 + 1 + 1 + 2 + this.zw.length,5,,i16,2,
27525,zz_0,,C2S,1 + this.zs.length + 1 + 1 + 1 + 2 + this.zw.length,6,,i8/bytes,0,
27526,jg_2,,S2C,,0,,i8,1,
27526,jg_2,,S2C,,1,,i8,1,
27526,jg_2,,S2C,,2,,i8,1,
27526,jg_2,,S2C,,3,,i8,1,
27526,jg_2,,S2C,,4,,i16,2,
27526,jg_2,,S2C,,5,,i64,8,
27527,gc_0,,C2S,1 + this.zs.length + 8 + 1,0,,i8/bytes,0,
27527,gc_0,,C2S,1 + this.zs.length + 8 + 1,1,,i8/bytes,0,
27527,gc_0,,C2S,1 + this.zs.length + 8 + 1,2,,i64,8,
27527,gc_0,,C2S,1 + this.zs.length + 8 + 1,3,,i8/bytes,0,
27528,eq_1,,S2C,,0,,i8,1,
27529,bl,,C2S,,,(no fields / empty),,,
27551,aib_1,,C2S,,,(no fields / empty),,,
27552,amk_0,,S2C,,,(no fields / empty),,,
28601,wa_2,,C2S,,,(no fields / empty),,,
28602,ng_2,,S2C,,0,,i32,4,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,1,,i64,8,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,2,,i8,1,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,3,,i8,1,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,4,,i16,2,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,5,,i8,1,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,6,,i32,4,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,7,,i32,4,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,8,,i32,4,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,9,,i32,4,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,10,,i32,4,"contains loop/collection - variable-length, verify source"
28602,ng_2,,S2C,,11,,i8,1,"contains loop/collection - variable-length, verify source"
28603,ayQ,,C2S,n2,0,,i16,2,
28603,ayQ,,C2S,n2,1,,i32,4,
28603,ayQ,,C2S,n2,2,,i8/bytes,0,
28604,auE,,S2C,,0,,i64,8,
28605,bi_2,,C2S,n2,0,,i64,8,
28606,aik,,S2C,,0,,i8,1,
28607,ago_0,,C2S,n2,0,,i64,8,
28607,ago_0,,C2S,n2,1,,i64,8,
28607,ago_0,,C2S,n2,2,,i16,2,
28607,ago_0,,C2S,n2,3,,i32,4,
28608,dy_0,,S2C,,0,,i64,8,
28608,dy_0,,S2C,,1,,i8,1,
28609,bt_0,,C2S,n2,0,,i64,8,
28609,bt_0,,C2S,n2,1,,i64,8,
28609,bt_0,,C2S,n2,2,,i16,2,
28610,de_0,,S2C,,0,,i8,1,
28611,ly_1,,C2S,n2,0,,i64,8,
28611,ly_1,,C2S,n2,1,,i64,8,
28611,ly_1,,C2S,n2,2,,i16,2,
28612,DR,,S2C,,0,,i64,8,
28612,DR,,S2C,,1,,i16,2,
28612,DR,,S2C,,2,,i8,1,
28614,azj_0,,S2C,,0,,i64,8,
28616,kw_1,,S2C,,0,,i8,1,
28616,kw_1,,S2C,,1,,i8,1,
28617,afg_2,,C2S,n2,0,,i64,8,
28618,ahd_0,,S2C,,0,,i64,8,
28620,Yq,,S2C,,0,,i8,1,"contains loop/collection - variable-length, verify source"
28620,Yq,,S2C,,1,,i64,8,"contains loop/collection - variable-length, verify source"
28620,Yq,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
28620,Yq,,S2C,,3,,i64,8,"contains loop/collection - variable-length, verify source"
28620,Yq,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
28620,Yq,,S2C,,5,,i32,4,"contains loop/collection - variable-length, verify source"
28620,Yq,,S2C,,6,,i32,4,"contains loop/collection - variable-length, verify source"
28620,Yq,,S2C,,7,,i64,8,"contains loop/collection - variable-length, verify source"
28622,uw_2,,S2C,,0,,i32,4,"contains loop/collection - variable-length, verify source"
28630,dg_0,,S2C,,0,,i64,8,
28630,dg_0,,S2C,,1,,i8,1,
28633,kx_2,,C2S,n2,0,,i64,8,
28633,kx_2,,C2S,n2,1,,i8/bytes,0,
28634,acn_2,,S2C,,0,,i8,1,
28635,aeC,,C2S,n2,0,,i64,8,
28635,aeC,,C2S,n2,1,,i8/bytes,0,
28635,aeC,,C2S,n2,2,,i8/bytes,0,
28635,aeC,,C2S,n2,3,,i64,8,
28636,aig_1,,S2C,,0,,i8,1,
28644,aaj_0,,S2C,,0,,i64,8,
28644,aaj_0,,S2C,,1,,i64,8,
28646,aNq,,S2C,,0,,i64,8,
28646,aNq,,S2C,,1,,i64,8,
28648,df_1,,S2C,,0,,i64,8,
28648,df_1,,S2C,,1,,i8,1,
28649,alf_0,,C2S,n3,0,,i64,8,
28649,alf_0,,C2S,n3,1,,i32,4,
28649,alf_0,,C2S,n3,2,,i32,4,
28649,alf_0,,C2S,n3,3,,i8/bytes,0,
28650,IL,,S2C,,0,,i32,4,"contains loop/collection - variable-length, verify source"
28650,IL,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
28650,IL,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
28650,IL,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
28650,IL,,S2C,,4,,i32,4,"contains loop/collection - variable-length, verify source"
